1.000000000000000000e+00	-2.000000000000000000e+00	3.000000000000000000e+01
1.000000000000000000e+00	-1.600000000000000089e+00	3.000000000000000000e+01
1.000000000000000000e+00	-1.199999999999999956e+00	3.000000000000000000e+01
1.000000000000000000e+00	-7.999999999999998224e-01	3.000000000000000000e+01
1.000000000000000000e+00	-3.999999999999999112e-01	3.000000004122307118e+01
1.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000000e+01
1.000000000000000000e+00	4.000000000000003553e-01	3.000000004122307118e+01
1.000000000000000000e+00	8.000000000000002665e-01	3.000000000000000000e+01
1.000000000000000000e+00	1.200000000000000178e+00	3.000000000000000000e+01
1.000000000000000000e+00	1.600000000000000089e+00	3.000000000000000000e+01
1.000000000000000000e+00	2.000000000000000000e+00	3.000000000000000000e+01
1.199999999999999956e+00	-2.000000000000000000e+00	3.000000000000000000e+01
1.199999999999999956e+00	-1.600000000000000089e+00	3.000000000000000000e+01
1.199999999999999956e+00	-1.199999999999999956e+00	3.000000000000000000e+01
1.199999999999999956e+00	-7.999999999999998224e-01	3.000000000010305712e+01
1.199999999999999956e+00	-3.999999999999999112e-01	3.005000004101695410e+01
1.199999999999999956e+00	0.000000000000000000e+00	4.990000000020611282e+01
1.199999999999999956e+00	4.000000000000003553e-01	3.005000004101695410e+01
1.199999999999999956e+00	8.000000000000002665e-01	3.000000000010305712e+01
1.199999999999999956e+00	1.200000000000000178e+00	3.000000000000000000e+01
1.199999999999999956e+00	1.600000000000000089e+00	3.000000000000000000e+01
1.199999999999999956e+00	2.000000000000000000e+00	3.000000000000000000e+01
1.399999999999999911e+00	-2.000000000000000000e+00	3.000000000000000000e+01
1.399999999999999911e+00	-1.600000000000000089e+00	3.000000000000000000e+01
1.399999999999999911e+00	-1.199999999999999956e+00	3.000000000000025935e+01
1.399999999999999911e+00	-7.999999999999998224e-01	3.000012500020508455e+01
1.399999999999999911e+00	-3.999999999999999112e-01	3.009950004081264296e+01
1.399999999999999911e+00	0.000000000000000000e+00	4.980075000041016864e+01
1.399999999999999911e+00	4.000000000000003553e-01	3.009950004081264296e+01
1.399999999999999911e+00	8.000000000000002665e-01	3.000012500020508455e+01
1.399999999999999911e+00	1.200000000000000178e+00	3.000000000000025935e+01
1.399999999999999911e+00	1.600000000000000089e+00	3.000000000000000000e+01
1.399999999999999911e+00	2.000000000000000000e+00	3.000000000000000000e+01
1.599999999999999867e+00	-2.000000000000000000e+00	3.000000000000000000e+01
1.599999999999999867e+00	-1.600000000000000089e+00	3.000000000000000000e+01
1.599999999999999867e+00	-1.199999999999999956e+00	3.000000031250077015e+01
1.599999999999999867e+00	-7.999999999999998224e-01	3.000037312530609057e+01
1.599999999999999867e+00	-3.999999999999999112e-01	3.014850472811011883e+01
1.599999999999999867e+00	0.000000000000000000e+00	4.970224375061218325e+01
1.599999999999999867e+00	4.000000000000003553e-01	3.014850472811011883e+01
1.599999999999999867e+00	8.000000000000002665e-01	3.000037312530609057e+01
1.599999999999999867e+00	1.200000000000000178e+00	3.000000031250077015e+01
1.599999999999999867e+00	1.600000000000000089e+00	3.000000000000000000e+01
1.599999999999999867e+00	2.000000000000000000e+00	3.000000000000000000e+01
1.799999999999999822e+00	-2.000000000000000000e+00	3.000000000000000000e+01
1.799999999999999822e+00	-1.600000000000000089e+00	3.000000000078125240e+01
