4.93750000e+000	-4.37500000e-001	3.52643444e-001	4.15997388e-003	-5.70456047e-001	-4.10796635e-002	5.38558107e+000	1.13179733e-002	6.12252073e-002	-7.35248277e-002	-1.79882222e-002
4.93750000e+000	-3.12500000e-001	9.08864479e-001	8.64265378e-003	-5.74102768e-001	1.50350670e-002	3.76644644e+000	1.99271569e-002	7.10163691e-003	-8.77861487e-002	-3.58261249e-002
4.93750000e+000	-1.87500000e-001	1.28238873e+000	6.41964457e-003	-5.77994874e-001	4.47822327e-002	2.35808263e+000	1.21399892e-002	-2.88514052e-002	-9.58830522e-002	-2.51538838e-002
4.93750000e+000	-6.25000000e-002	1.46890514e+000	2.65786848e-003	-5.79862889e-001	5.04577666e-002	2.89962451e-001	4.32256435e-003	-3.94754390e-002	-9.23475414e-002	-7.31598103e-003
4.93750000e+000	6.25000000e-002	1.46890514e+000	-2.65786848e-003	-5.79862889e-001	5.04577666e-002	-2.89962451e-001	-4.32256435e-003	-3.94754390e-002	-9.23475414e-002	7.31598103e-003
4.93750000e+000	1.87500000e-001	1.28238873e+000	-6.41964457e-003	-5.77994874e-001	4.47822327e-002	-2.35808263e+000	-1.21399892e-002	-2.88514052e-002	-9.58830522e-002	2.51538838e-002
4.93750000e+000	3.12500000e-001	9.08864479e-001	-8.64265378e-003	-5.74102768e-001	1.50350670e-002	-3.76644644e+000	-1.99271569e-002	7.10163691e-003	-8.77861487e-002	3.58261249e-002
4.93750000e+000	4.37500000e-001	3.52643444e-001	-4.15997388e-003	-5.70456047e-001	-4.10796635e-002	-5.38558107e+000	-1.13179733e-002	6.12252073e-002	-7.35248277e-002	1.79882222e-002
4.81250000e+000	-4.37500000e-001	3.64143553e-001	1.18883809e-003	-5.55887298e-001	-5.70514303e-002	5.48501361e+000	1.67357599e-002	2.10912160e-002	-1.27617229e-001	-4.79359038e-003
4.81250000e+000	-3.12500000e-001	9.16110379e-001	3.37937517e-003	-5.57081093e-001	-3.79187015e-002	3.70590543e+000	3.24315197e-002	8.31644663e-003	-1.41964874e-001	-1.55946441e-002
4.81250000e+000	-1.87500000e-001	1.28583724e+000	3.06477267e-003	-5.59457043e-001	-1.62261483e-002	2.36233635e+000	2.25463435e-002	-9.02710938e-003	-1.54003838e-001	-2.19277665e-002
4.81250000e+000	-6.25000000e-002	1.47120112e+000	1.41397383e-003	-5.61708361e-001	3.23297966e-003	2.16353601e-001	9.35423995e-003	-2.03805533e-002	-1.57580011e-001	-1.11399058e-002
4.81250000e+000	6.25000000e-002	1.47120112e+000	-1.41397383e-003	-5.61708361e-001	3.23297966e-003	-2.16353601e-001	-9.35423995e-003	-2.03805533e-002	-1.57580011e-001	1.11399058e-002
4.81250000e+000	1.87500000e-001	1.28583724e+000	-3.06477267e-003	-5.59457043e-001	-1.62261483e-002	-2.36233635e+000	-2.25463435e-002	-9.02710938e-003	-1.54003838e-001	2.19277665e-002
4.81250000e+000	3.12500000e-001	9.16110379e-001	-3.37937517e-003	-5.57081093e-001	-3.79187015e-002	-3.70590543e+000	-3.24315197e-002	8.31644663e-003	-1.41964874e-001	1.55946441e-002
4.81250000e+000	4.37500000e-001	3.64143553e-001	-1.18883809e-003	-5.55887298e-001	-5.70514303e-002	-5.48501361e+000	-1.67357599e-002	2.10912160e-002	-1.27617229e-001	4.79359038e-003
4.68750000e+000	-4.37500000e-001	3.64190326e-001	7.44862852e-004	-5.41995412e-001	3.52741274e-003	5.48152507e+000	1.46593588e-003	1.17401122e-002	-1.13800332e-001	-2.71036117e-003
4.68750000e+000	-3.12500000e-001	9.14867984e-001	1.79304548e-003	-5.42672935e-001	8.56239574e-003	3.69405908e+000	7.23195873e-003	4.12406691e-003	-1.15728065e-001	-9.07828105e-003
4.68750000e+000	-1.87500000e-001	1.28329537e+000	1.67558641e-003	-5.44027561e-001	1.59298177e-002	2.33635751e+000	7.84799915e-003	-5.00567393e-003	-1.21974461e-001	-1.15064384e-002
4.68750000e+000	-6.25000000e-002	1.46761337e+000	7.16666425e-004	-5.45109679e-001	1.78687897e-002	2.57663948e-001	3.38688300e-003	-1.08585052e-002	-1.30252202e-001	-5.13795914e-003
4.68750000e+000	6.25000000e-002	1.46761337e+000	-7.16666425e-004	-5.45109679e-001	1.78687897e-002	-2.57663948e-001	-3.38688300e-003	-1.08585052e-002	-1.30252202e-001	5.13795914e-003
4.68750000e+000	1.87500000e-001	1.28329537e+000	-1.67558641e-003	-5.44027561e-001	1.59298177e-002	-2.33635751e+000	-7.84799915e-003	-5.00567393e-003	-1.21974461e-001	1.15064384e-002
4.68750000e+000	3.12500000e-001	9.14867984e-001	-1.79304548e-003	-5.42672935e-001	8.56239574e-003	-3.69405908e+000	-7.23195873e-003	4.12406691e-003	-1.15728065e-001	9.07828105e-003
4.68750000e+000	4.37500000e-001	3.64190326e-001	-7.44862852e-004	-5.41995412e-001	3.52741274e-003	-5.48152507e+000	-1.46593588e-003	1.17401122e-002	-1.13800332e-001	2.71036117e-003
4.56250000e+000	-4.37500000e-001	3.65765507e-001	2.72601808e-004	-5.27312116e-001	-8.50778226e-003	5.49564315e+000	2.46625537e-003	5.21229268e-003	-1.17399950e-001	-1.05565884e-003
4.56250000e+000	-3.12500000e-001	9.15836077e-001	8.74019526e-004	-5.27613400e-001	-6.13515192e-003	3.68332162e+000	5.06702880e-003	2.37905509e-003	-1.19416506e-001	-4.67221212e-003
4.56250000e+000	-1.87500000e-001	1.28320521e+000	7.95940825e-004	-5.28365485e-001	-1.99663239e-004	2.33958080e+000	4.66497780e-003	-1.89502541e-003	-1.23145727e-001	-6.43239144e-003
4.56250000e+000	-6.25000000e-002	1.46689647e+000	4.52234364e-004	-5.28960163e-001	4.83392725e-003	2.22361412e-001	1.78894615e-003	-5.69632237e-003	-1.25892004e-001	-2.81583226e-003
4.56250000e+000	6.25000000e-002	1.46689647e+000	-4.52234364e-004	-5.28960163e-001	4.83392725e-003	-2.22361412e-001	-1.78894616e-003	-5.69632237e-003	-1.25892004e-001	2.81583226e-003
4.56250000e+000	1.87500000e-001	1.28320521e+000	-7.95940825e-004	-5.28365485e-001	-1.99663239e-004	-2.33958080e+000	-4.66497780e-003	-1.89502541e-003	-1.23145727e-001	6.43239144e-003
4.56250000e+000	3.12500000e-001	9.15836077e-001	-8.74019526e-004	-5.27613400e-001	-6.13515192e-003	-3.68332162e+000	-5.06702880e-003	2.37905509e-003	-1.19416506e-001	4.67221212e-003
4.56250000e+000	4.37500000e-001	3.65765507e-001	-2.72601808e-004	-5.27312116e-001	-8.50778226e-003	-5.49564315e+000	-2.46625537e-003	5.21229268e-003	-1.17399950e-001	1.05565884e-003
4.43750000e+000	-4.37500000e-001	3.65966081e-001	1.48234472e-004	-5.12812361e-001	-9.29126860e-004	5.49750012e+000	5.33746087e-004	2.60804244e-003	-1.16336510e-001	-5.59113957e-004
4.43750000e+000	-3.12500000e-001	9.15892044e-001	4.21988060e-004	-5.12966464e-001	-2.70006803e-004	3.68016652e+000	2.32846390e-003	1.13274755e-003	-1.17058943e-001	-2.32525623e-003
4.43750000e+000	-1.87500000e-001	1.28283692e+000	3.94154981e-004	-5.13331969e-001	2.00987975e-003	2.33714953e+000	2.12596580e-003	-1.10795750e-003	-1.19236549e-001	-3.03734946e-003
4.43750000e+000	-6.25000000e-002	1.46632878e+000	1.79160865e-004	-5.13604754e-001	3.04822721e-003	2.20355622e-001	1.53701017e-003	-2.63283249e-003	-1.20930328e-001	-1.27118862e-003
4.43750000e+000	6.25000000e-002	1.46632878e+000	-1.79160865e-004	-5.13604754e-001	3.04822721e-003	-2.20355622e-001	-1.53701017e-003	-2.63283249e-003	-1.20930328e-001	1.27118862e-003
4.43750000e+000	1.87500000e-001	1.28283692e+000	-3.94154981e-004	-5.13331969e-001	2.00987975e-003	-2.33714953e+000	-2.12596580e-003	-1.10795750e-003	-1.19236549e-001	3.03734946e-003
4.43750000e+000	3.12500000e-001	9.15892044e-001	-4.21988060e-004	-5.12966464e-001	-2.70006803e-004	-3.68016652e+000	-2.32846390e-003	1.13274755e-003	-1.17058943e-001	2.32525623e-003
4.43750000e+000	4.37500000e-001	3.65966081e-001	-1.48234472e-004	-5.12812361e-001	-9.29126860e-004	-5.49750012e+000	-5.33746087e-004	2.60804244e-003	-1.16336510e-001	5.59113957e-004
4.31250000e+000	-4.37500000e-001	3.66280416e-001	6.53629046e-005	-4.98183589e-001	-1.69468136e-003	5.50039522e+000	4.21100195e-004	1.21342715e-003	-1.17111154e-001	-2.68611534e-004
4.31250000e+000	-3.12500000e-001	9.16088893e-001	2.01577427e-004	-4.98257924e-001	-1.07807405e-003	3.67774290e+000	1.14571510e-003	5.64898172e-004	-1.17531317e-001	-1.11513724e-003
4.31250000e+000	-1.87500000e-001	1.28276986e+000	1.87884502e-004	-4.98435322e-001	2.69918721e-004	2.33675260e+000	1.08172102e-003	-4.75984067e-004	-1.18517393e-001	-1.53028107e-003
4.31250000e+000	-6.25000000e-002	1.46613379e+000	9.60331277e-005	-4.98578848e-001	1.22980810e-003	2.15739515e-001	3.75404223e-004	-1.30234125e-003	-1.19182839e-001	-6.83755811e-004
