2.94524311e+000	2.94524311e+000	-5.26558014e-001	5.32450730e-001	-5.15983232e-002	2.18778031e+000	1.64463930e-001	-1.69697228e-001	-2.18246210e+000	-3.75956288e-001	8.55177286e-002
2.55254403e+000	2.94524311e+000	-1.17774990e+000	4.94464068e-001	1.24993795e-001	1.02641863e+000	-3.23706442e-001	3.09788154e-001	-1.07083369e+000	-1.10206859e-001	1.04219862e-001
2.15984495e+000	2.94524311e+000	-1.29024321e+000	3.29183232e-001	4.18316164e-003	-4.98137577e-001	-4.83257901e-001	4.66866180e-001	5.05116539e-001	4.11726612e-001	5.50132684e-002
1.76714587e+000	2.94524311e+000	-8.35275341e-001	1.85971728e-001	-6.93310704e-002	-1.70324615e+000	-2.94927122e-001	2.64058331e-001	1.76893798e+000	-2.15964415e-001	-2.24105937e-001
1.37444679e+000	2.94524311e+000	-1.12563205e-001	1.46282816e-001	8.61084645e-002	-1.97201163e+000	9.86649418e-002	-7.62647341e-002	1.97029376e+000	-5.05308773e-002	-8.76663379e-004
9.81747704e-001	2.94524311e+000	4.92237296e-001	2.26649992e-001	7.99609453e-003	-1.00227237e+000	2.73138525e-001	-3.21535411e-001	1.04401260e+000	-9.28636127e-002	5.00684969e-002
5.89048623e-001	2.94524311e+000	6.62947364e-001	3.33644143e-001	1.69393731e-001	2.25155008e-001	1.61483122e-001	-1.86211034e-001	-2.54981637e-001	-3.75333747e-001	1.70749714e-001
1.96349541e-001	2.94524311e+000	3.41234534e-001	3.37649349e-001	2.26572656e-001	1.25363418e+000	-1.99870089e-001	1.99168733e-001	-1.29552401e+000	6.11822873e-003	4.71324926e-001
-1.96349541e-001	2.94524311e+000	-1.61236465e-001	1.49931430e-001	1.64001685e-001	1.26249097e+000	-7.37036527e-001	7.50127673e-001	-1.30319074e+000	3.09892231e-001	3.44626517e-001
-5.89048623e-001	2.94524311e+000	-4.96097607e-001	-2.12548567e-001	2.21070734e-002	3.70824484e-001	-1.00246639e+000	1.07760809e+000	-3.63442303e-001	3.00952955e-001	-8.06447584e-002
-9.81747704e-001	2.94524311e+000	-3.85095430e-001	-6.04518133e-001	-7.73017321e-002	-9.28640710e-001	-8.62307314e-001	8.47049631e-001	9.34201644e-001	4.23731740e-001	-2.87163038e-001
-1.37444679e+000	2.94524311e+000	1.50461712e-001	-8.16526017e-001	-2.75049010e-001	-1.74355867e+000	-2.96056502e-001	2.74839089e-001	1.84411743e+000	3.74981812e-001	-1.22853470e+000
-1.76714587e+000	2.94524311e+000	8.04304162e-001	-7.95912925e-001	-2.90391829e-001	-1.51034987e+000	4.83394027e-001	-4.27869497e-001	1.57684563e+000	-3.43217346e-001	-8.90269878e-001
-2.15984495e+000	2.94524311e+000	1.18604611e+000	-5.00156654e-001	-7.84055952e-002	-3.72077409e-001	1.01429252e+000	-1.05196435e+000	3.71184704e-001	-4.89439586e-001	-2.38798464e-001
-2.55254403e+000	2.94524311e+000	1.02612574e+000	-4.79671676e-002	2.81856999e-002	1.18545563e+000	1.12308820e+000	-1.17324439e+000	-1.19247814e+000	-2.05785370e-001	-1.18347352e-001
-2.94524311e+000	2.94524311e+000	3.42963879e-001	3.46611065e-001	9.34958174e-002	2.21853517e+000	7.91589551e-001	-7.82719247e-001	-2.21447388e+000	-9.15844190e-002	-1.94701511e-001
2.94524311e+000	2.55254403e+000	-4.97940701e-001	1.17151027e+000	-6.58021608e-002	1.08937270e+000	-2.95780616e-001	3.46380370e-001	-1.03989924e+000	-3.09089081e-001	-2.99529977e-001
2.55254403e+000	2.55254403e+000	-8.12542135e-001	8.05719603e-001	7.97961533e-002	5.03421926e-001	-1.45304432e+000	1.43884001e+000	-5.19386906e-001	-3.99975544e-002	-3.86946259e-002
2.15984495e+000	2.55254403e+000	-8.56905434e-001	1.41595465e-001	-2.07664668e-002	-3.04091914e-001	-1.61957880e+000	1.86160954e+000	3.23835519e-001	1.20900360e-001	1.09168549e-003
1.76714587e+000	2.55254403e+000	-6.02761363e-001	-4.04424293e-001	2.29866540e-002	-9.17617521e-001	-8.41778487e-001	7.77499001e-001	8.53253490e-001	-2.05397712e-001	1.39824202e-001
